id,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,PRICE/SF,LATITUDE,LONGITUDE
618,Single Family Residential,3-39 150 St,Whitestone,NY,11357,1628000,4,3.5,Bridges At Whitestone,,4000,2015,1055,,40.7973729,-73.817806
619,Single Family Residential,150-03 6 Ave,Whitestone,NY,11357,1888000,4,3.5,Bridges At Whitestone,,5000,2015,1055,,40.796803,-73.816078
620,Single Family Residential,150-25 6th Ave,Whitestone,NY,11357,1888000,4,3.5,Bridges At Whitestone,,5000,2015,1055,,40.796721,-73.815861
621,Single Family Residential,39-01 Woodside Ave,Woodside,NY,11377,2990000,0,4,Woodside,,8000,1951,1040,,40.748558,-73.909768
622,Single Family Residential,47 Willow Pond Rd,Staten Island,NY,10304,1099000,3,2,Todt Hill,2688,10000,1960,1003,409,40.5981764,-74.1097271
623,Condo/Co-op,518 Beach 139th St Unit C8,Belle Harbor,NY,11694,185000,2,1,Beach Channel Dr,842,,1960,994,220,40.5776238,-73.8585153
624,Multi-Family (2-4 Unit),3002 Voorhies Ave,Brooklyn,NY,11235,1649000,7,3,Brooklyn,768,9900,,993,2147,40.5872937,-73.9382554
625,Single Family Residential,1 Seven Gables Rd,Staten Island,NY,10304,1850000,4,5,Emerson Hill,5520,12500,2006,987,335,40.6077483,-74.0941263
626,Single Family Residential,416 Hamden Ave,Staten Island,NY,10306,259000,1,1,Midland Beach,395,1071,1931,975,656,40.5766459,-74.0965698
627,Single Family Residential,1171 E 91st St,Brooklyn,NY,11236,599000,3,1.5,Brooklyn,,1500,2006,971,,40.640623,-73.904838
628,Condo/Co-op,166-25 Powells Cove Blvd Unit 11G,Beechhurst,NY,11357,498000,2,2,Cryder House,1350,,1962,962,369,40.7945375,-73.7965346
629,Single Family Residential,150-67 6th Ave,Whitestone,NY,11357,1888000,4,3.5,Bridges At Whitestone,,5000,2015,950,,40.7965828,-73.8151518
630,Single Family Residential,150-63 6th Ave,Whitestone,NY,11357,1888000,4,3.5,Bridges At Whitestone,,5000,2015,950,,40.7965688,-73.8151827
631,Vacant Land,2644-48 E Ea 18 St,Brooklyn,NY,11235,3550000,,,Brooklyn,,5700,,950,,40.5921624,-73.9522317
632,Condo/Co-op,1311 Brightwater Ave Unit 18E + 18D,Brooklyn,NY,11235,1699000,4,2,Brooklyn,2020,,,920,841,40.5759868,-73.95605
633,Single Family Residential,229-02 146 Ave,Springfield Gdns,NY,11413,435000,2,2,Springfield Gdns,,3742,,911,,40.65972,-73.751723
634,Single Family Residential,80-90 Kent St,Jamaica Estates,NY,11432,2799000,5,6.5,Jamaica Estates,4900,8478,2009,903,571,40.725006,-73.785184
635,Multi-Family (2-4 Unit),77 W West End Ave,Brooklyn,NY,11235,1300000,4,3,Brooklyn,2900,2000,1910,892,448,40.5799205,-73.9530882
636,Condo/Co-op,1202 E Ea 82 St #129,Brooklyn,NY,11236,190000,1,1,Brooklyn,432,,,889,440,40.6306675,-73.9059449
637,Condo/Co-op,4207 Atlantic Ave Unit A-1,Brooklyn,NY,11224,699000,2,3,Brooklyn,1445,,,870,484,40.5750455,-74.008506
638,Multi-Family (2-4 Unit),750 Sackman St,Brooklyn,NY,11212,425000,4,2,Brooklyn,1944,2283,,869,219,40.6590036,-73.90242
639,Single Family Residential,157 Howard Ave,Staten Island,NY,10301,2500000,4,3,Grymes Hill,3060,31369,1960,867,817,40.626523,-74.088252
640,Single Family Residential,,Jamaica,NY,11435,270000,2,1,Jamaica,,1000,1925,855,,40.6941788,-73.7864643
641,Single Family Residential,5275 Arlington Ave,Bronx,NY,10471,6999000,11,10,Riverdale,14600,,1979,855,479,40.9017457,-73.9084168
642,Condo/Co-op,831 43 St Unit 2D,Brooklyn,NY,11232,425000,1,1,Brooklyn,559,,,811,760,40.6447156,-73.9986728
643,Vacant Land,27 Utica St,Staten Island,NY,10309,350000,0,,Pleasant Plains,,6084,,807,,40.5247526,-74.2078285
644,Single Family Residential,1515 Madison Place Pl,Brooklyn,NY,11229,1375000,4,2.5,Brooklyn,1750,4000,,779,786,40.6131879,-73.9437661
645,Multi-Family (2-4 Unit),,Brooklyn,NY,11214,2150000,7,4,,3360,2600,1924,775,640,40.604143,-74.003948
646,Multi-Family (2-4 Unit),881 Faile St,Bronx,NY,10474,275000,6,2,Bronx,2370,2500,1899,774,116,40.819232,-73.887994
647,Single Family Residential,4 Bedell St,Staten Island,NY,10309,649000,3,3,Pleasant Plains,1800,4224,2004,767,361,40.5210699,-74.2137826
648,Multi-Family (2-4 Unit),487 Pennsylvania Ave,Brooklyn,NY,11207,775000,6,2.5,Brooklyn,3120,2000,2004,763,248,40.6653622,-73.8938994
649,Single Family Residential,2712 Arkansas Dr,Brooklyn,NY,11234,1349000,3,3,Brooklyn,2754,4000,,756,490,40.6048814,-73.9101479
650,Condo/Co-op,2665 Homecrest Ave Unit 6N,Brooklyn,NY,11235,309000,1,1,Brooklyn,785,,,755,394,40.586098,-73.956328
651,Single Family Residential,30 Essex Pl,Valley Stream,NY,11580,410000,4,2,Valley Stream,,5000,1947,750,,40.6822349,-73.7246394
652,Vacant Land,77 Vermont St,Brooklyn,NY,11207,699000,,,Brooklyn,,1717,,744,,40.6782619,-73.895227
653,Multi-Family (2-4 Unit),413 Rutland Rd,Brooklyn,NY,11203,703000,8,4.5,Brooklyn,3146,91800,2007,739,223,40.659852,-73.946949
654,Vacant Land,10 Aviva Ct,Staten Island,NY,10307,850000,0,,Tottenville,,27579,,736,,40.5079686,-74.2553344
655,Vacant Land,4511-13 Avenue N,Brooklyn,NY,11234,749000,,,Brooklyn,,4000,,734,,40.61891,-73.931288
656,Single Family Residential,416 Bayview Ave,Inwood,NY,11096,415000,5,2,Inwood,,1200,1940,726,,40.6146389,-73.752263
657,Single Family Residential,7 Alvin Pl,Inwood,NY,11096,239000,2,1,Inwood,,1800,1940,726,,40.6121033,-73.7475444
658,Multi-Family (5+ Unit),6825 13 Ave,Brooklyn,NY,11219,7588000,35,21.5,Brooklyn,14400,4000,,724,527,40.6237155,-74.0037127
659,Multi-Family (2-4 Unit),55 Buffalo Ave,Brooklyn,NY,11233,989200,6,2.5,Brooklyn,3728,1544,,724,265,40.6769062,-73.9245236
660,Multi-Family (2-4 Unit),1882 63rd St,Brooklyn,NY,11204,1350000,4,3,Brooklyn,1740,2667,,715,776,40.6189636,-73.987158
661,Condo/Co-op,112-01 Queens Blvd Unit 5A,Forest Hills,NY,11375,829000,1,1.5,The Pinnacle,904,,1992,706,917,40.7187202,-73.8368722
662,Single Family Residential,941 Olympia Blvd,Staten Island,NY,10306,399999,2,1,Midland Beach,630,1900,1925,699,635,40.575608,-74.090773
663,Single Family Residential,165 Nicolosi Dr,Staten Island,NY,10312,2800000,5,5,S.E. Annadale,7000,20280,2001,699,400,40.5208381,-74.1782859
664,Vacant Land,102-14 164th Ave,Howard Beach,NY,11414,92800,,,Howard Beach,,1600,,697,,40.6519791,-73.8285188
665,Multi-Family (2-4 Unit),108 E 31st St,Brooklyn,NY,11226,899999,6,4.5,Brooklyn,,2500,1920,697,,40.6481365,-73.9485879
666,Multi-Family (2-4 Unit),472 Gates Ave,Brooklyn,NY,11216,2500000,10,4.5,Brooklyn,4800,1600,1899,677,521,40.6864509,-73.9471299
667,Condo/Co-op,2959 Ocean Pkwy Unit 3-R,Brooklyn,NY,11235,360000,1,1,Brooklyn,779,,1972,671,462,40.5790789,-73.9673086
668,Vacant Land,0 Alban St,Staten Island,NY,10310,220000,0,,West Brighton,,5000,,663,,40.6374218,-74.1087751
669,Condo/Co-op,814B Tilden St Unit 5K,Bronx,NY,10467,95000,1,1,Bronx,1023,,1962,663,93,40.8767393,-73.8614649
670,Multi-Family (2-4 Unit),261 Barbey St,Brooklyn,NY,11207,749000,7,2,Brooklyn,,2080,1901,663,,40.6765401,-73.8882954
671,Multi-Family (2-4 Unit),288 Hawthorne St,Brooklyn,NY,11225,3100000,8,2.75,Brooklyn,2882,5300,1910,651,1076,40.657586,-73.950884
672,Single Family Residential,40 Coverly Ave,Staten Island,NY,10301,1099000,4,3,Todt Hill,3500,12300,1955,651,314,40.6038793,-74.1034869
673,Single Family Residential,27 Sigma Pl,call Listing Agent,NY,10471,2350000,5,4.5,Riverdale,4000,2761,1970,647,588,40.9067372,-73.9086322
674,Condo/Co-op,111-05 66th Rd Unit 1 B,Forest Hills,NY,11375,230000,1,1,Garden Of Forest Hills,,,1950,644,,40.7308706,-73.8444444
675,Single Family Residential,264 Vogel Ave,Staten Island,NY,10309,599999,3,2,Princes Bay,1963,4000,1970,642,306,40.5269075,-74.2069956
676,Multi-Family (2-4 Unit),264 Zerega Ave,Bronx,NY,10473,850000,4,4,Bronx,3068,2082,2011,637,277,40.8128472,-73.8462202
677,Multi-Family (2-4 Unit),14-16-18 Broad St,Staten Island,NY,10304,529888,3,3,Stapleton,1440,1409,1931,631,368,40.625414,-74.075683
678,Multi-Family (2-4 Unit),34-30 72 St,Jackson Heights,NY,11372,1160000,5,3,Jackson Heights,1881,2000,1935,629,617,40.7518501,-73.8944513
679,Single Family Residential,2414 Benson Ave,Brooklyn,NY,11214,1060000,3,2,Brooklyn,1330,2070,1925,627,797,40.597161,-73.9909113
680,Townhouse,612 Ionia Ave,Staten Island,NY,10312,929000,3,4,Huguenot,2000,4000,1965,623,465,40.538101,-74.1930541
681,Multi-Family (2-4 Unit),,Jamaica,NY,11433,470000,5,3,Jamaica,,2734,1999,620,,40.6949646,-73.7892332
682,Multi-Family (2-4 Unit),94 Bay 8 St,Brooklyn,NY,11228,1590000,7,2.25,Brooklyn,,2248,1930,616,,40.610015,-74.0125
683,Single Family Residential,1333 Manor Cir,Pelham,NY,10803,1399000,5,4,Pelham Manor,4057,23452,1924,616,345,40.8877106,-73.8001366
684,Condo/Co-op,18-15 215 St Unit 2F,Bayside,NY,11360,450000,2,2,Towers At Water's Edge,1200,,1970,616,375,40.7839838,-73.7759042
685,Multi-Family (2-4 Unit),3018 Brighton 8 St,Brooklyn,NY,11235,1250000,12,3,Brooklyn,1974,2300,,616,633,40.5794117,-73.9607452
686,Single Family Residential,24 Brighton 3 Ln,Brooklyn,NY,11235,399000,3,1,Brooklyn,560,1600,1899,616,713,40.5797577,-73.9649521
687,Multi-Family (2-4 Unit),356 Midwood St,Brooklyn,NY,11225,1800000,7,4.75,Brooklyn,3198,2500,,614,563,40.6600062,-73.9489438
688,Vacant Land,50-14 104th St,Corona,NY,11368,1700000,,,Corona,,5000,,606,,40.743619,-73.8590229
689,Vacant Land,Cross Bronx Expy,Bronx,NY,10465,250000,,,Bronx,,2617,,604,,40.836124,-73.868716
690,Vacant Land,96-01/03 42 Ave,Corona,NY,11368,2198000,,,Corona,,3303,,604,,40.7465528,-73.8681545
691,Single Family Residential,37 Via Acquara,,,0,185000,2,2,Off Island,2000,8000,2008,600,93,40.568271,-74.156876
692,Vacant Land,252 Edgegrove Ave,Staten Island,NY,10312,549000,0,,Annadale,,4000,,595,,40.5426417,-74.1815527
693,Single Family Residential,32-04 171 St,Flushing,NY,11358,1850000,5,3,Flushing,,10000,1930,594,,40.768445,-73.7946429
694,Condo/Co-op,7901 4th Ave Unit A5,Brooklyn,NY,11209,399000,0,2,Brooklyn,1000,,,590,399,40.6273371,-74.0262024
695,Condo/Co-op,11 Ten Eyck St Unit 5B,Brooklyn,NY,11206,485000,2,1,Williamsburg,699,,1920,589,694,40.7097447,-73.9503329
696,Single Family Residential,63 Merrick Ave,Staten Island,NY,10301,998500,3,2,Todt Hill,2214,10000,1960,588,451,40.6014379,-74.1110347
697,Single Family Residential,26 Bolivar St,Staten Island,NY,10314,699000,4,3,Lower Todt Hill,1820,4400,1970,588,384,40.6022895,-74.1195686
698,Multi-Family (2-4 Unit),63 Suydam St,Brooklyn,NY,11221,1300000,6,3,Brooklyn,,1186,1931,587,,40.6970987,-73.9306778
699,Multi-Family (2-4 Unit),274 Prospect Pl,Brooklyn,NY,11238,2400000,6,3,Prospect Heights,2800,2620,1910,587,857,40.6771899,-73.9674497
700,Single Family Residential,81-19 246th St,Bellerose,NY,11426,699000,4,2.5,Bellerose,,4000,1950,583,,40.739718,-73.722641
701,Single Family Residential,12 E 69th St,New York,NY,10021,88000000,6,9,Upper East Side,,,,125,,40.7699525,-73.9676444
702,Condo/Co-op,Unit at 635 W 42nd St,New York,NY,10036,85000000,10,10.5,Middle West Side,,,,518,,40.7617008,-73.9996228
703,Condo/Co-op,Unit at 432 Park Ave,New York,NY,10022,82000000,6,8,Middle West Side,,,,518,,40.7616426,-73.9717539
704,Condo/Co-op,212 Fifth Ave,New York,NY,10010,73800000,5,5,Flatiron,,,,223,,40.7435383,-73.988719
705,Condo/Co-op,Unit at 834 Fifth Ave,New York,NY,10065,68000000,10,8.5,Upper East Side,,,,40,,40.7675634,-73.9703066
706,Condo/Co-op,421 Broome St,New York,NY,10013,65000000,4,6,Soho,,,,131,,40.7211416,-73.9988098
707,Condo/Co-op,Unit at 53 W 53rd St,New York,NY,10019,63815000,4,4.5,Middle West Side,,,,40,,40.7618514,-73.9781852
708,Condo/Co-op,Unit at 795 Fifth Ave,New York,NY,10065,60000000,4,4.5,Upper East Side,,,,223,,40.7652672,-73.9719652
709,Condo/Co-op,Unit at 111 W 57th St,New York,NY,10019,56000000,4,5.5,Middle West Side,,,,34,,40.7650658,-73.9775162
710,Condo/Co-op,Unit at 2 E 67th St,New York,NY,10065,53000000,6,7.5,Upper East Side,,,,518,,40.7690424,-73.9691137
711,Condo/Co-op,Unit at 162 E 64th St,New York,NY,10065,50000000,6,8,Upper East Side,,,,40,,40.7650033,-73.9656699
712,Condo/Co-op,Unit at 635 W 42nd St,New York,NY,10036,50000000,10,10,Middle West Side,,,,518,,40.7617008,-73.9996228
713,Condo/Co-op,Unit at 1 Central Park S,New York,NY,10019,50000000,4,4.5,Middle East Side,,,,223,,40.7646455,-73.974393
714,Condo/Co-op,Unit at 56 Leonard St,New York,NY,10013,49500000,8,8.5,Tribeca,,,,489,,40.7178984,-74.0063829
715,Condo/Co-op,Unit at 53 W 53rd St,New York,NY,10019,46395000,4,4.5,Middle West Side,,,,518,,40.7618514,-73.9781852
716,Condo/Co-op,Unit at 212 W 18th St,New York,NY,10011,45000000,5,5.5,Chelsea,,,,357,,40.7410452,-73.9987452
717,Condo/Co-op,Unit at 838 Fifth Ave,New York,NY,10065,42000000,4,6.5,Upper East Side,,,,113,,40.7677904,-73.9700779
718,Condo/Co-op,Unit at 432 Park Ave,New York,NY,10022,41000000,3,3.5,Middle West Side,,,,315,,40.7616426,-73.9717539
719,Condo/Co-op,Unit at 33 E 74th St,New York,NY,10021,41000000,5,5,Upper East Side,,,,488,,40.7730344,-73.963948
720,Condo/Co-op,Unit at 432 Park Ave,New York,NY,10022,40500000,3,4.5,Middle West Side,,,,519,,40.7616426,-73.9717539
721,Condo/Co-op,Unit at 111 Murray St,New York,NY,10007,40000000,5,6.5,Tribeca,,,,131,,40.7152776,-74.0127853
722,Condo/Co-op,Unit at 50 United Nations Plz,New York,NY,10017,39950000,6,6.5,Middle East Side,,,,518,,40.7517606,-73.9682992
723,Condo/Co-op,Unit at 515 Park Ave,New York,NY,10022,39500000,7,7,Middle East Side,,,,16,,40.7632227,-73.9691596
724,Condo/Co-op,Unit at 20 E End Ave,New York,NY,10028,39500000,5,5.5,Upper East Side,,,,131,,40.7714073,-73.9477614
725,Condo/Co-op,Unit at 845 United Nations Plz,New York,NY,10017,39000000,6,5.5,Middle East Side,,,,128,,40.7525175,-73.9676903
726,Condo/Co-op,Unit at 33 E 74th St,New York,NY,10021,39000000,4,4.5,Upper East Side,,,,518,,40.7730344,-73.963948
727,Single Family Residential,11 E 82nd St,New York,NY,10028,39000000,,,Upper East Side,,,,352,,40.7786768,-73.96117
728,Condo/Co-op,Unit at 90 Morton St,New York,NY,10014,37500000,4,5.5,West Village,,,,47,,40.7309491,-74.0078137
729,Condo/Co-op,Unit at 551 W 21st St,New York,NY,10011,36500000,7,8,Chelsea,,,,223,,40.7475162,-74.0071058
730,Condo/Co-op,Unit at 1030 Fifth Ave,New York,NY,10028,35000000,6,5.5,Upper East Side,,,,131,,40.780209,-73.960919
731,Single Family Residential,17 E 65th St,New York,NY,10065,35000000,,,Upper East Side,,,,16,,40.7677817,-73.96893
732,Single Family Residential,8 E 63rd St,New York,NY,10065,35000000,,,Upper East Side,,,,183,,40.7662493,-73.9705936
733,Single Family Residential,18 E 73rd St,New York,NY,10021,34500000,6,6.5,Upper East Side,,,,518,,40.7725654,-73.9656699
734,Condo/Co-op,Unit at 1060 Fifth Ave,New York,NY,10128,34500000,5,5,Upper East Side,,,,352,,40.7823211,-73.9596133
735,Condo/Co-op,Unit at 212 Fifth Ave,New York,NY,10010,34000000,5,5.5,Flatiron,,,,131,,40.7435383,-73.988719
736,Single Family Residential,83 Mercer St,New York,NY,10012,33800000,,,Soho,,,,223,,40.7229789,-74.0002885
737,Condo/Co-op,Unit at 19 E 61st St,,NY,10065,32900000,6,,,,,,195,,40.7650658,-73.9708963
738,Condo/Co-op,Unit at 21 E 61st St,New York,NY,10065,32900000,6,,Upper East Side,,,,195,,40.7651038,-73.9710055
739,Condo/Co-op,Unit at 740 Park Ave,New York,NY,10021,32500000,5,6.5,Upper East Side,,,,47,,40.7707469,-73.9646827
740,Condo/Co-op,Unit at 778 Park Ave,New York,NY,10021,32000000,6,5.5,Upper East Side,,,,40,,40.7719886,-73.9635118
741,Condo/Co-op,Unit at 15 Hudson Yards,New York,NY,10001,32000000,4,6,West 30's,,,,357,,40.754661,-74.003783
742,Single Family Residential,6 E 69th St,New York,NY,10021,32000000,,,Upper East Side,,,,16,,40.770044,-73.967927
743,Condo/Co-op,Unit at 10 Madison Sq W,New York,NY,10010,31990000,5,7,Flatiron,,,,131,,40.7427673,-73.9893285
744,Condo/Co-op,Unit at 26 E 63rd St,New York,NY,10065,31000000,7,8.5,Upper East Side,,,,16,,40.7658603,-73.9693615
745,Condo/Co-op,Unit at 520 Park Ave,New York,NY,10065,31000000,4,5,Upper East Side,,,,47,,40.7639511,-73.9697422
746,Condo/Co-op,Unit at 30 Park Pl,New York,NY,10007,30000000,3,4,Tribeca,,,,518,,40.7127757,-74.0090333
747,Condo/Co-op,Unit at 565 Broome St,New York,NY,10013,30000000,4,3.5,Soho,,,,47,,40.7243917,-74.005737
748,Condo/Co-op,166 Perry St,New York,NY,10014,30000000,5,5.5,West Village,,,,502,,40.7344933,-74.0093323
749,Condo/Co-op,Unit at 111 W 57th St,New York,NY,10019,30000000,3,3.5,Middle West Side,,,,34,,40.7650658,-73.9775162
750,Single Family Residential,2 N Moore St,New York,NY,10013,29995000,,,Tribeca,,,,518,,40.7195904,-74.0063457
751,Multi-Family (2-4 Unit),7 E 88th St,New York,NY,10128,29950000,6,7.5,Upper East Side,,,,393,,40.782683,-73.9586904
752,Condo/Co-op,Unit at 1 Central Park S,New York,NY,10019,29950000,4,5.5,Middle West Side,,,,223,,40.7646455,-73.974393
753,Condo/Co-op,Unit at 432 Park Ave,New York,NY,10022,29800000,3,4.5,Middle West Side,,,,47,,40.7616426,-73.9717539
754,Condo/Co-op,Unit at 15 Central Park W,New York,NY,10023,29500000,3,3.5,Upper West Side,,,,47,,40.7696869,-73.9811205
755,Single Family Residential,357 W 17th St,New York,NY,10011,29500000,,,Chelsea,,,,518,,40.742836,-74.0033643
756,Condo/Co-op,Unit at 30 Park Pl,New York,NY,10007,29500000,5,6.5,Tribeca,,,,518,,40.7128241,-74.0089939
757,Condo/Co-op,Unit at 111 W 57th St,New York,NY,10019,29500000,3,3.5,Middle West Side,,,,34,,40.7650658,-73.9775162
758,Condo/Co-op,Unit at 56 Leonard St,New York,NY,10013,29500000,4,4.5,Tribeca,,,,343,,40.717652,-74.0062432
759,Single Family Residential,15 E 88th St,New York,NY,10128,28800000,,,Upper East Side,,,,16,,40.7825601,-73.9583689
760,Condo/Co-op,Unit at 157 W 57th St,New York,NY,10019,28500000,5,5.5,Middle West Side,,,,215,,40.7654184,-73.9791558
761,Condo/Co-op,Unit at 502 Park Ave,New York,NY,10022,28500000,7,8.5,Upper East Side,,,,133,,40.7632213,-73.9702578
762,Single Family Residential,10 E 75th St,New York,NY,10021,28000000,6,5.5,Upper East Side,,,,243,,40.7738481,-73.9648549
763,Condo/Co-op,Unit at 76 Eleventh Ave,New York,NY,10011,28000000,5,5.5,Chelsea,,,,47,,40.7427163,-74.0086361
764,Single Family Residential,18 E 74th St,New York,NY,10021,27800000,8,5.5,Upper East Side,,,,184,,40.7731542,-73.9651304
765,Condo/Co-op,Unit at 111 W 57th St,New York,NY,10019,27500000,3,3.5,Middle West Side,,,,34,,40.7650658,-73.9775162
766,Condo/Co-op,Unit at 1220 Park Ave,New York,NY,10128,27500000,6,6.5,Upper East Side,,,,190,,40.7861278,-73.9532508
767,Condo/Co-op,21 E 26th St,New York,NY,10010,26950000,4,6.5,Flatiron,,,,357,,40.7432691,-73.9868237
768,Condo/Co-op,Unit at 15 Central Park W,New York,NY,10023,26900000,3,4,Upper West Side,,,,518,,40.7696869,-73.9811205
769,Condo/Co-op,Unit at 515 Park Ave,New York,NY,10022,26800000,5,5.5,Upper East Side,,,,40,,40.7632227,-73.9691596
770,Condo/Co-op,Unit at 111 W 57th St,New York,NY,10019,26500000,3,3.5,Middle West Side,,,,34,,40.7650658,-73.9775162
771,Multi-Family (5+ Unit),19 E 71st St,New York,NY,10021,26450000,5,4,Upper East Side,,,,19,,40.7713831,-73.9660373
772,Condo/Co-op,Unit at 15 Central Park W,New York,NY,10023,26000000,4,3.5,Upper West Side,,,,16,,40.7696869,-73.9811205
773,Condo/Co-op,Unit at 56 Leonard St,New York,NY,10013,26000000,4,4.5,Tribeca,,,,518,,40.717652,-74.0062432
774,Condo/Co-op,Unit at 1110 Park Ave,New York,NY,10128,25950000,5,5.5,Upper East Side,,,,113,,40.7826083,-73.9557393
775,Single Family Residential,248 Central Park W,New York,NY,10024,25900000,,,Upper West Side,,,,195,,40.784584,-73.9702499
776,Condo/Co-op,Unit at 34 E 62nd St,New York,NY,10065,25900000,0,8,Upper East Side,,,,215,,40.765065,-73.9696869
777,Condo/Co-op,Unit at 25 Columbus Cir,New York,NY,10019,25750000,3,5.5,Middle West Side,,,,268,,40.767898,-73.9835463
778,Condo/Co-op,66 E 11th St,New York,NY,10003,25000000,4,7,Greenwich Village,,,,131,,40.7326592,-73.9923447
779,Condo/Co-op,3 E 95th St,New York,NY,10128,25000000,5,4.5,Upper East Side,,,,518,,40.7871588,-73.9555203
780,Condo/Co-op,Unit at 140 W 12th St,New York,NY,10011,25000000,5,5.5,West Village,,,,40,,40.7365791,-73.9992465
781,Single Family Residential,12 E 81st St,New York,NY,10128,25000000,,,Upper East Side,,,,34,,40.7778364,-73.9620424
782,Condo/Co-op,Unit at 35 N Moore St,New York,NY,10013,25000000,6,6.5,Tribeca,,,,40,,40.7200779,-74.0077964
783,Condo/Co-op,37 E 12th St,New York,NY,10003,25000000,4,4.5,Greenwich Village,,,,47,,40.7338155,-73.9920247
784,Condo/Co-op,150 Central Park S,New York,NY,10019,25000000,5,5.5,Middle West Side,,,,131,,40.7660665,-73.9779065
785,Vacant Land,8402-22 Astoria Blvd,E. Elmhurst,NY,11370,25000000,,,E. Elmhurst,,35020,,198,,40.7643552,-73.8849401
786,Condo/Co-op,Unit at 157 W 57th St,New York,NY,10019,24950000,3,3,Middle West Side,,,,339,,40.7654184,-73.9791558
787,Condo/Co-op,Unit at 151 E 58th St,New York,NY,10022,24900000,4,3,Upper East Side,,,,215,,40.7615678,-73.967902
788,Condo/Co-op,Unit at 432 Park Ave,New York,NY,10022,24750000,3,3,Middle East Side,,,,195,,40.7616426,-73.9717539
789,Condo/Co-op,92 Laight St,New York,NY,10013,24600000,4,4.5,Tribeca,,,,47,,40.7223957,-74.0113392
790,Condo/Co-op,Unit at 823 Park Ave,New York,NY,10021,24525000,10,9,Upper East Side,,,,131,,40.7730653,-73.9618588
791,Condo/Co-op,Unit at 721 Fifth Ave,New York,NY,10022,24500000,5,5.5,Middle East Side,,,,122,,40.762309,-73.9739779
792,Condo/Co-op,Unit at 212 W 18th St,New York,NY,10011,24500000,4,4,Chelsea,,,,131,,40.7412267,-73.9987741
793,Condo/Co-op,Unit at 230 W 56th St,New York,NY,10019,24000000,6,6,Middle West Side,,,,339,,40.7655052,-73.9824474
